,Date,City,Country,Event,Sex,Distance,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Pelo,Elo
17,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,25,Ramona Roth,Germany,438,2000,8,1977-03-07 00:00:00.000000,22.806297056810404,15,1300.0,1313.3333333333333
18,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,26,Andreja Mali,Slovenia,342,2000,8,1977-11-17 00:00:00.000000,22.10814510609172,34,1300.0,1310.6666666666667
19,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,27,Beckie Scott,Canada,291,2000,8,1974-08-01 00:00:00.000000,25.404517453798768,66,1300.0,1308.0
20,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,28,Andrea Senteler,Switzerland,388,2000,8,1977-04-28 00:00:00.000000,22.663928815879533,26,1300.0,1305.3333333333333
21,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,29,Anke Reschwamm Schulze,Germany,308,2000,8,1972-12-08 00:00:00.000000,27.04996577686516,83,1300.0,1302.6666666666667
22,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,3,Svetlana Nagejkina,Russia,286,2000,8,1965-02-02 00:00:00.000000,34.89664613278576,161,1300.0,1300.0
23,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,30,Karin Moroder,Italy,157,2000,8,1974-11-30 00:00:00.000000,25.073237508555785,61,1300.0,1297.3333333333333
24,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,31,Valentina Shevchenko,Ukraine,20,2000,8,1975-10-02 00:00:00.000000,24.23545516769336,72,1300.0,1294.6666666666667
25,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,32,Antonina Ordina,Sweden,427,2000,8,1962-01-24 00:00:00.000000,37.921971252566735,123,1300.0,1292.0
26,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,33,Elin Ek,Sweden,294,2000,8,1973-08-31 00:00:00.000000,26.321697467488022,65,1300.0,1289.3333333333333
27,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,34,Annick Vaxelaire-Pierrel,France,372,2000,8,1974-07-19 00:00:00.000000,25.440109514031484,81,1300.0,1286.6666666666667
28,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,35,Laurence Rochat,Switzerland,166,2000,8,1979-08-01 00:00:00.000000,20.40520191649555,8,1300.0,1284.0
29,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,36,Brigitte Albrecht-Loretan,Switzerland,395,2000,8,1970-10-06 00:00:00.000000,29.22381930184805,144,1300.0,1281.3333333333333
30,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,37,Riikka Sirviö,Finland,371,2000,8,1974-04-11 00:00:00.000000,25.711156741957563,55,1300.0,1278.6666666666667
31,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,38,Karine Laurent Philippot,France,138,2000,8,1974-10-29 00:00:00.000000,25.16084873374401,54,1300.0,1276.0
32,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,39,Marit Bjørgen,Norway,2,2000,8,1980-03-21 00:00:00.000000,19.76728268309377,1,1300.0,1273.3333333333333
33,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,4,Marit Roaldseth,Norway,347,2000,8,1977-07-27 00:00:00.000000,22.417522245037645,13,1300.0,1270.6666666666667
34,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,40,Larissa Lazutina,Russia,417,2000,8,1965-06-01 00:00:00.000000,34.57084188911704,191,1300.0,1268.0
35,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,41,Anna Santer,Italy,333,2000,8,1975-04-18 00:00:00.000000,24.692676249144423,25,1300.0,1265.3333333333333
36,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,42,Salla Juntunen,Finland,620,2000,8,1977-05-21 00:00:00.000000,22.600958247775495,9,1300.0,1262.6666666666667
37,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,43,Seraina Mischol,Switzerland,172,2000,8,1981-12-01 00:00:00.000000,18.069815195071868,1,1300.0,1260.0
38,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,44,Nicole Kunz,Switzerland,927,2000,8,1982-04-19 00:00:00.000000,17.689253935660506,1,1300.0,1257.3333333333333
39,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,45,Kanoko Goto,Japan,398,2000,8,1975-08-23 00:00:00.000000,24.344969199178646,7,1300.0,1254.6666666666667
40,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,5,Bente Skari,Norway,373,2000,8,1972-09-10 00:00:00.000000,27.293634496919918,108,1300.0,1252.0
41,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,6,Olga Danilova,Russia,406,2000,8,1970-06-10 00:00:00.000000,29.546885694729635,117,1300.0,1249.3333333333333
42,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,7,Guri Knotten Hetland,Norway,429,2000,8,1974-07-20 00:00:00.000000,25.437371663244353,44,1300.0,1246.6666666666667
43,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,8,Hilde Gjermundshaug Pedersen,Norway,238,2000,8,1964-11-08 00:00:00.000000,35.13210130047912,23,1300.0,1244.0
44,1999-12-27,Engelberg,Switzerland,World Cup,L,Sprint,0,C,9,Gabriella Paruzzi,Italy,289,2000,8,1969-06-21 00:00:00.000000,30.5160848733744,173,1300.0,1241.3333333333333
45,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,1,Bente Skari,Norway,373,2000,20,1972-09-10 00:00:00.000000,27.46611909650924,118,1252.0,1335.6669141046327
46,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,10,Olga Korneeva Savialova,Russia,77,2000,20,1972-08-24 00:00:00.000000,27.512662559890487,93,1300.0,1370.8104208727764
47,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,11,Nina Gavriljuk,Russia,366,2000,20,1965-04-13 00:00:00.000000,34.87748117727584,166,1358.6666666666667,1414.3867906748633
48,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,12,Hilde Gjermundshaug Pedersen,Norway,238,2000,20,1964-11-08 00:00:00.000000,35.304585900068446,31,1244.0,1321.3381497645419
49,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,13,Manuela Henkel,Germany,182,2000,20,1974-12-04 00:00:00.000000,25.234770704996578,78,1350.6666666666667,1402.7228409807635
50,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,14,Andrea Huber,Switzerland,362,2000,20,1975-05-09 00:00:00.000000,24.807665982203968,62,1337.3333333333333,1389.528401063084
51,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,15,Tina Bay,Norway,380,2000,20,1973-05-30 00:00:00.000000,26.748802190280628,39,1345.3333333333333,1393.1752168512817
52,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,16,Annika Evaldsson,Sweden,615,2000,20,1970-05-14 00:00:00.000000,29.793292265571527,95,1300.0,1354.8104208727764
53,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,17,Eva Kjerstadmo,Norway,402,2000,20,1974-03-19 00:00:00.000000,25.946611909650922,41,1300.0,1352.1437542061096
54,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,18,Virpi Kuitunen Sarasvuo,Finland,136,2000,20,1976-05-20 00:00:00.000000,23.77549623545517,20,1300.0,1349.477087539443
55,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,19,Marit Roaldseth,Norway,347,2000,20,1977-07-27 00:00:00.000000,22.590006844626966,20,1270.6666666666667,1323.7291556126554
56,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,2,Pirjo Muranen,Finland,35,2000,20,1981-03-08 00:00:00.000000,18.976043805612594,10,1300.0,1344.1437542061096
57,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,20,Aino-Kaisa Saarinen,Finland,10,2000,20,1979-02-01 00:00:00.000000,21.073237508555785,4,1300.0,1341.477087539443
58,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,21,Anita Moen,Norway,368,2000,20,1967-08-31 00:00:00.000000,32.49555099247091,139,1329.3333333333333,1361.8896267801572
59,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,22,Emilie Öhrstig,Sweden,292,2000,20,1978-02-27 00:00:00.000000,22.001368925393567,3,1300.0,1336.1437542061096
60,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,23,Svetlana Nagejkina,Russia,286,2000,20,1965-02-02 00:00:00.000000,35.069130732375086,172,1300.0,1333.477087539443
61,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,24,Carin Holmberg,Sweden,419,2000,20,1982-01-13 00:00:00.000000,18.12457221081451,3,1300.0,1330.8104208727764
62,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,25,Kristina Smigun-Vähi,Estonia,140,2000,20,1977-02-23 00:00:00.000000,23.01163586584531,89,1324.0,1347.0229518793728
63,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,26,Isabel Klaus,Germany,334,2000,20,1978-04-27 00:00:00.000000,21.83983572895277,5,1332.0,1350.6573191950229
64,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,27,Hilde Glomsås,Norway,454,2000,20,1978-07-13 00:00:00.000000,21.6290212183436,15,1300.0,1322.8104208727764
65,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,28,Guri Knotten Hetland,Norway,429,2000,20,1974-07-20 00:00:00.000000,25.609856262833674,51,1246.6666666666667,1278.1156800728531
66,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,29,Sabina Valbusa,Italy,142,2000,20,1972-01-21 00:00:00.000000,28.10403832991102,123,1316.0,1330.0604106309052
67,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,3,Kati Venäläinen-Sundqvist,Finland,265,2000,20,1975-02-15 00:00:00.000000,25.034907597535934,66,1300.0,1314.8104208727764
68,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,30,Andreja Mali,Slovenia,342,2000,20,1977-11-17 00:00:00.000000,22.28062970568104,42,1310.6666666666667,1320.531825657416
69,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,31,Ljubov Egorova,Russia,383,2000,20,1966-06-06 00:00:00.000000,33.73032169746749,128,1300.0,1309.477087539443
70,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,32,Irina Skladneva Lusina,Russia,413,2000,20,1974-02-04 00:00:00.000000,26.064339493497602,47,1348.0,1344.615124111977
71,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,33,Zuzana Kocumova,Czechia,421,2000,20,1979-05-26 00:00:00.000000,20.761122518822724,34,1300.0,1304.1437542061096
72,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,34,Karin Moroder,Italy,157,2000,20,1974-11-30 00:00:00.000000,25.245722108145106,69,1297.3333333333333,1299.3801918541901
73,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,35,Fumiko Aoki,Japan,614,2000,20,1966-11-22 00:00:00.000000,33.26762491444216,121,1300.0,1298.8104208727764
74,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,36,Gabriella Paruzzi,Italy,289,2000,20,1969-06-21 00:00:00.000000,30.688569472963724,184,1241.3333333333333,1249.8925975080867
75,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,37,Sumiko Yokoyama,Japan,250,2000,20,1974-03-25 00:00:00.000000,25.930184804928132,108,1300.0,1293.477087539443
76,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,38,Kanoko Goto,Japan,398,2000,20,1975-08-23 00:00:00.000000,24.517453798767967,14,1254.6666666666667,1255.107405537143
77,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,39,Nina Kemppel,USA,392,2000,20,1970-10-14 00:00:00.000000,29.374401095140314,111,1321.3333333333333,1304.9238402758256
78,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,4,Larissa Lazutina,Russia,417,2000,20,1965-06-01 00:00:00.000000,34.743326488706366,203,1268.0,1260.2944073183357
79,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,40,Brigitte Albrecht-Loretan,Switzerland,395,2000,20,1970-10-06 00:00:00.000000,29.39630390143737,151,1281.3333333333333,1268.128101590545
80,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,41,Monica Johansson,Sweden,1077,2000,20,1973-07-13 00:00:00.000000,26.628336755646817,9,1300.0,1280.1437542061096
81,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,42,Jaime Fortier,Canada,399,2000,20,1976-02-23 00:00:00.000000,24.01368925393566,14,1300.0,1277.477087539443
82,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,43,Kina Swiden,Sweden,319,2000,20,1976-05-11 00:00:00.000000,23.800136892539356,4,1300.0,1274.8104208727764
83,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,44,Petra Majdic,Slovenia,7,2000,20,1979-12-22 00:00:00.000000,20.186173853524984,13,1300.0,1272.1437542061096
84,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,45,Julija Tchepalova,Russia,212,2000,20,1976-12-23 00:00:00.000000,23.1813826146475,86,1353.3333333333333,1311.498428539055
85,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,46,Karine Laurent Philippot,France,138,2000,20,1974-10-29 00:00:00.000000,25.333333333333332,64,1276.0,1247.9298424340204
86,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,47,Natasa Lacen,Slovenia,367,2000,20,1971-12-03 00:00:00.000000,28.23819301848049,56,1300.0,1264.1437542061096
87,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,48,Saskia Santer,Italy,616,2000,20,1977-12-05 00:00:00.000000,22.23134839151266,29,1300.0,1261.477087539443
88,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,49,Maria Theurl-Walcher,Austria,617,2000,20,1966-08-11 00:00:00.000000,33.549623545516766,94,1300.0,1258.8104208727764
89,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,5,Lina Andersson,Sweden,48,2000,20,1981-03-18 00:00:00.000000,18.94866529774127,8,1300.0,1256.1437542061096
90,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,50,Dorota Kwasna,Poland,426,2000,20,1972-09-11 00:00:00.000000,27.463381245722108,91,1300.0,1253.477087539443
91,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,51,Kumiko Yokoyama,Japan,1023,2000,20,1972-04-07 00:00:00.000000,27.89322381930185,72,1300.0,1250.8104208727764
92,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,52,Stefania Belmondo,Italy,391,2000,20,1969-01-13 00:00:00.000000,31.123887748117728,209,1300.0,1248.1437542061096
93,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,53,Petra Letenska,Czechia,382,2000,20,1974-12-08 00:00:00.000000,25.22381930184805,27,1300.0,1245.477087539443
94,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,54,Teja Gregorin,Slovenia,397,2000,20,1980-06-29 00:00:00.000000,19.665982203969882,7,1300.0,1242.8104208727764
95,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,55,Antonella Confortola Wyatt,Italy,90,2000,20,1975-10-16 00:00:00.000000,24.369609856262834,62,1300.0,1240.1437542061096
96,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,56,Katrin Smigun,Estonia,341,2000,20,1979-10-21 00:00:00.000000,20.355920602327174,70,1300.0,1237.477087539443
97,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,6,Maj Helen Nymoen Sorkmo,Norway,369,2000,20,1969-08-14 00:00:00.000000,30.54072553045859,111,1342.6666666666667,1268.4030576063005
98,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,7,Beckie Scott,Canada,291,2000,20,1974-08-01 00:00:00.000000,25.57700205338809,73,1308.0,1238.4346025786565
99,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,8,Riikka Sirviö,Finland,371,2000,20,1974-04-11 00:00:00.000000,25.883641341546884,59,1278.6666666666667,1212.695909757521
100,2000-02-28,Stockholm,Sweden,World Cup,L,Sprint,0,C,9,Olga Danilova,Russia,406,2000,20,1970-06-10 00:00:00.000000,29.71937029431896,129,1249.3333333333333,1186.891914770839
101,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,1,Bente Skari,Norway,373,2000,24,1972-09-10 00:00:00.000000,27.49075975359343,121,1335.6669141046327,1406.5396300562975
102,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,10,Lina Andersson,Sweden,48,2000,24,1981-03-18 00:00:00.000000,18.973305954825463,10,1256.1437542061096,1342.0058628085808
103,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,11,Andrea Huber,Switzerland,362,2000,24,1975-05-09 00:00:00.000000,24.83230663928816,65,1389.528401063084,1443.3636966256213
104,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,12,Ljubov Egorova,Russia,383,2000,24,1966-06-06 00:00:00.000000,33.75496235455168,131,1309.477087539443,1378.1796791745167
105,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,13,Hilde Gjermundshaug Pedersen,Norway,238,2000,24,1964-11-08 00:00:00.000000,35.32922655715264,34,1321.3381497645419,1384.7291238341893
106,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,14,Riikka Sirviö,Finland,371,2000,24,1974-04-11 00:00:00.000000,25.908281998631075,63,1212.695909757521,1297.186116806903
107,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,15,Virpi Kuitunen Sarasvuo,Finland,136,2000,24,1976-05-20 00:00:00.000000,23.800136892539356,23,1349.477087539443,1401.2998486054432
108,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,16,Manuela Henkel,Germany,182,2000,24,1974-12-04 00:00:00.000000,25.259411362080765,81,1402.7228409807635,1440.4604898289874
109,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,17,Ine Wigernæs,Norway,312,2000,24,1969-04-30 00:00:00.000000,30.85557837097878,11,1300.0,1357.4839105021097
110,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,18,Larissa Lazutina,Russia,417,2000,24,1965-06-01 00:00:00.000000,34.76796714579056,206,1260.2944073183357,1323.9139713285133
111,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,19,Olga Danilova,Russia,406,2000,24,1970-06-10 00:00:00.000000,29.744010951403148,132,1186.891914770839,1263.3131053278776
112,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,2,Pirjo Muranen,Finland,35,2000,24,1981-03-08 00:00:00.000000,19.000684462696782,13,1344.1437542061096,1383.8081579475624
113,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,20,Aino-Kaisa Saarinen,Finland,10,2000,24,1979-02-01 00:00:00.000000,21.097878165639973,8,1341.477087539443,1379.0637428993277
114,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,21,Gabriella Paruzzi,Italy,289,2000,24,1969-06-21 00:00:00.000000,30.713210130047912,188,1249.8925975080867,1305.1183022260614
115,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,22,Marit Roaldseth,Norway,347,2000,24,1977-07-27 00:00:00.000000,22.614647501711158,23,1323.7291556126554,1359.9209800242472
116,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,23,Guri Knotten Hetland,Norway,429,2000,24,1974-07-20 00:00:00.000000,25.634496919917865,54,1278.1156800728531,1321.8030197413273
117,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,24,Eva Kjerstadmo,Norway,402,2000,24,1974-03-19 00:00:00.000000,25.971252566735114,42,1352.1437542061096,1376.713918576398
118,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,25,Vibeke Skofterud,Norway,22,2000,24,1980-04-20 00:00:00.000000,19.88227241615332,1,1300.0,1333.4839105021097
119,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,26,Elina Hietamäki-Pienimäki,Finland,307,2000,24,1976-07-20 00:00:00.000000,23.633127994524298,25,1300.0,1330.817243835443
120,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,27,Katrine Rokke,Norway,612,2000,24,1970-09-28 00:00:00.000000,29.44284736481862,43,1300.0,1328.1505771687762
121,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,28,Irina Skripnik,Belarus,394,2000,24,1970-01-26 00:00:00.000000,30.11362080766598,18,1300.0,1325.4839105021097
122,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,29,Emilie Öhrstig,Sweden,292,2000,24,1978-02-27 00:00:00.000000,22.026009582477755,4,1336.1437542061096,1350.9107843656868
123,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,3,Anita Moen,Norway,368,2000,24,1967-08-31 00:00:00.000000,32.5201916495551,142,1361.8896267801572,1368.3284138040513
124,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,30,Nina Kemppel,USA,392,2000,24,1970-10-14 00:00:00.000000,29.399041752224502,114,1304.9238402758256,1321.309150376169
125,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,31,Rønnaug Schei,Norway,455,2000,24,1977-06-28 00:00:00.000000,22.694045174537987,39,1300.0,1314.817243835443
126,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,32,Andreja Mali,Slovenia,342,2000,24,1977-11-17 00:00:00.000000,22.305270362765228,45,1320.531825657416,1328.1024396833539
127,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,33,Julija Tchepalova,Russia,212,2000,24,1976-12-23 00:00:00.000000,23.20602327173169,90,1311.498428539055,1318.4166748205555
128,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,34,Tina Bay,Norway,380,2000,24,1973-05-30 00:00:00.000000,26.77344284736482,42,1393.1752168512817,1379.5747793851892
129,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,35,Kanoko Goto,Japan,398,2000,24,1975-08-23 00:00:00.000000,24.542094455852155,17,1255.107405537143,1269.1960700374052
130,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,36,Isabel Klaus,Germany,334,2000,24,1978-04-27 00:00:00.000000,21.864476386036962,8,1350.6573191950229,1340.8872874960095
131,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,37,Camilla Letnes,Norway,2442,2000,24,1976-07-13 00:00:00.000000,23.652292950034223,1,1300.0,1298.817243835443
132,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,38,Valentina Shevchenko,Ukraine,20,2000,24,1975-10-02 00:00:00.000000,24.432580424366872,87,1294.6666666666667,1292.0065571977714
133,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,39,Kine Beate Bjørnås,Norway,282,2000,24,1980-05-12 00:00:00.000000,19.822039698836413,1,1300.0,1293.4839105021097
134,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,4,Kristina Smigun-Vähi,Estonia,140,2000,24,1977-02-23 00:00:00.000000,23.0362765229295,92,1347.0229518793728,1327.385882874697
135,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,40,Kamila Rajdlova,Czechia,144,2000,24,1978-04-22 00:00:00.000000,21.87816563997262,15,1300.0,1288.1505771687762
136,2000-03-08,Holmenkollen,Norway,World Cup,L,Sprint,0,C,41,Sumiko Yokoyama,Japan,250,2000,24,1974-03-25 00:00:00.000000,25.95482546201232,111,1293.477087539443,1280.4154381955263
