,Date,City,Country,Event,Sex,Distance,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Pelo,Elo
86,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,17,Tamara Tikhonova Volkova,Soviet,1537,1986,6,1964-06-13 00:00:00.000000,21.598904859685145,15,1378.3333333333333,1472.4719690055283
87,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,18,Nina Skeime,Norway,1547,1986,6,1962-05-21 00:00:00.000000,23.66324435318275,15,1300.0,1423.3397574862718
88,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,19,Jaana Savolainen,Finland,1444,1986,6,1964-01-23 00:00:00.000000,21.987679671457904,16,1321.6666666666667,1432.6041677455723
89,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,2,Gaby Nestler,Germany,2542,1986,6,1967-02-16 00:00:00.000000,18.921286789869953,17,1428.3333333333333,1492.7704634780098
90,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,20,Ellen Lunde,Norway,2583,1986,6,,,4,1300.0,1413.3397574862718
91,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,21,Alzbeta Havrancikova,Slovakia,1020,1986,6,1963-09-27 00:00:00.000000,22.310746064339494,21,1411.6666666666667,1475.8532189752016
92,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,22,Solveig Pedersen,Norway,1449,1986,6,1965-09-06 00:00:00.000000,20.366872005475702,2,1305.0,1409.5821276081651
93,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,23,Ute Noack,Germany,2585,1986,6,1961-12-27 00:00:00.000000,24.060232717316907,36,1358.3333333333333,1437.3330809166846
94,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,24,Grete Ingeborg Nykkelmo,Norway,1546,1986,6,1961-12-25 00:00:00.000000,24.06570841889117,36,1300.0,1400.0064241529385
95,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,25,Natalia Furlatova,Soviet,2539,1986,6,,,7,1288.3333333333333,1389.8739346459931
96,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,26,Larissa Lazutina,Soviet,417,1986,6,1965-06-01 00:00:00.000000,20.632443531827516,5,1351.6666666666667,1423.424684835744
97,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,27,Susann Kuhfittig,Germany,2492,1986,6,1965-09-01 00:00:00.000000,20.380561259411362,7,1383.3333333333333,1438.7794956626803
98,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,28,Marie Johansson,Sweden,2535,1986,6,1963-06-30 00:00:00.000000,22.55441478439425,32,1388.3333333333333,1438.430932953368
99,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,29,Angela Schmidt-Foster,Canada,1471,1986,6,1960-01-06 00:00:00.000000,26.034223134839152,27,1375.0,1427.161362859081
100,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,3,Marianne Dahlmo,Norway,1386,1986,6,1965-01-05 00:00:00.000000,21.034907597535934,11,1401.6666666666667,1439.7806504506711
101,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,30,Marit Wold Mikkelsplass,Norway,1109,1986,6,1965-02-22 00:00:00.000000,20.903490759753595,2,1300.0,1376.673090819605
102,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,31,Catrin Larsson,Sweden,1457,1986,6,1961-07-13 00:00:00.000000,24.517453798767967,4,1361.6666666666667,1409.2917351085048
103,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,32,Kerstin Moring,Germany,2510,1986,6,1963-09-26 00:00:00.000000,22.313483915126625,8,1300.0,1370.0064241529385
104,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,33,Nina Gavriljuk,Soviet,366,1986,6,1965-04-13 00:00:00.000000,20.76659822039699,2,1371.6666666666667,1408.5215898597664
105,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,34,Annika Dahlman,Sweden,2538,1986,6,1964-01-24 00:00:00.000000,21.984941820670773,16,1335.0,1383.6948028054692
106,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,35,Sirpa Kesälä,Finland,2560,1986,6,,,8,1291.6666666666667,1355.15191348637
107,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,36,Anna Janouskova,Czechia,1458,1986,6,1965-07-12 00:00:00.000000,20.520191649555098,4,1348.3333333333333,1384.807813417469
108,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,37,Irina Sharkova,Soviet,2543,1986,6,,,4,1318.3333333333333,1363.9998644821962
109,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,38,Martina Schönbächler,Switzerland,2600,1986,6,,,11,1295.0,1347.0948156749032
110,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,39,Antonina Ordina,Sweden,427,1986,6,1962-01-24 00:00:00.000000,23.983572895277206,14,1285.0,1337.9273076005734
111,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,4,Evi Kratzer,Switzerland,2486,1986,6,1961-01-24 00:00:00.000000,24.982888432580424,46,1405.0,1405.1321127144072
112,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,40,Lorna Sasseville,Canada,1466,1986,6,1960-06-14 00:00:00.000000,25.596167008898014,4,1301.6666666666667,1340.9763486078746
113,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,41,Ann Rosendahl,Sweden,2618,1986,6,1959-07-20 00:00:00.000000,26.49965776865161,27,1315.0,1345.3957517493852
114,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,42,Ludmilla Klingerova,Czechia,2554,1986,6,,,5,1300.0,1333.3397574862718
115,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,43,Cami Thompson,USA,9750,1986,6,,,12,1275.0,1315.4065090679035
116,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,44,Anna-Lena Fritzon,Sweden,1369,1986,6,1965-03-07 00:00:00.000000,20.867898699520875,13,1308.3333333333333,1331.5204594770298
117,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,45,Birgit Kohlrusch,Germany,2524,1986,6,1965-12-21 00:00:00.000000,20.076659822039698,4,1300.0,1323.3397574862718
118,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,46,Cornelia Sulzer,Austria,1481,1986,6,1964-01-04 00:00:00.000000,22.039698836413415,7,1298.3333333333333,1319.0362139232643
119,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,47,Jean McAllister,Canada,1539,1986,6,1964-02-27 00:00:00.000000,21.89185489390828,9,1261.6666666666667,1294.2257404845345
120,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,48,Paola Pozzoni,Italy,1388,1986,6,1965-09-17 00:00:00.000000,20.33675564681725,11,1278.3333333333333,1300.6938294251988
121,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,49,Carol Gibson,Canada,2489,1986,6,1964-12-15 00:00:00.000000,21.092402464065707,12,1251.6666666666667,1281.6341176034884
122,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,5,Marjo Matikainen-Kallström,Finland,2485,1986,6,1965-02-03 00:00:00.000000,20.9555099247091,18,1398.3333333333333,1364.4349967157807
123,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,50,Marcela Jebava,Czechia,2546,1986,6,,,11,1300.0,1303.3397574862718
124,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,51,Petra Simunkova,Czechia,9629,1986,6,,,5,1258.3333333333333,1275.5882090430205
125,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,52,Jirina Nedomlelova,Czechia,2608,1986,6,,,6,1300.0,1296.673090819605
126,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,53,Maria Kucerova,Czechia,9821,1986,6,,,4,1300.0,1293.3397574862718
127,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,54,Dagmar Paleckova Svubova,Czechia,2559,1986,6,1958-08-09 00:00:00.000000,27.444216290212182,34,1281.6666666666667,1279.311795447522
128,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,55,Iveta Knizkova,Czechia,9556,1986,6,,,1,1300.0,1286.673090819605
129,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,56,Heike Reime,Germany,2669,1986,6,,,5,1300.0,1283.3397574862718
130,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,57,Jana Mlakar,Slovenia,2630,1986,6,1962-05-11 00:00:00.000000,23.690622861054074,11,1365.0,1317.920331998311
131,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,58,Zofia Kielpinska,Poland,5705,1986,6,1960-05-15 00:00:00.000000,25.678302532511978,7,1300.0,1276.673090819605
132,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,59,Germana Sperotto,Italy,2623,1986,6,1964-02-06 00:00:00.000000,21.949349760438057,10,1245.0,1240.9954358569298
133,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,6,Carola Anding Jacob,Germany,2556,1986,6,1960-12-29 00:00:00.000000,25.05407255304586,23,1425.0,1344.0399041213857
134,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,60,Maria Cerovsa,Czechia,9822,1986,6,,,3,1300.0,1266.673090819605
135,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,61,Elke Stanke,Germany,9823,1986,6,,,2,1300.0,1263.3397574862718
136,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,62,Elena Desderi,Italy,1484,1986,6,1967-09-20 00:00:00.000000,18.32991101984942,4,1268.3333333333333,1241.4895458794338
137,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,63,Radka Kynclova,Czechia,9824,1986,6,,,3,1300.0,1256.673090819605
138,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,64,Sybille Funk,Germany,9825,1986,6,,,2,1300.0,1253.3397574862718
139,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,65,Maria Theurl-Walcher,Austria,617,1986,6,1966-08-11 00:00:00.000000,19.43874058863792,1,1300.0,1250.0064241529385
140,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,66,Ileana Ianosiu-Hangan,Romania,1465,1986,6,1969-01-23 00:00:00.000000,16.985626283367555,1,1300.0,1246.673090819605
141,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,67,Margot Kober,Austria,2531,1986,6,1965-02-20 00:00:00.000000,20.908966461327857,6,1300.0,1243.3397574862718
142,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,68,Anke Bauer,Czechia,9826,1986,6,,,2,1300.0,1240.0064241529385
143,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,69,Katarzyna Popieluch,Poland,1479,1986,6,1963-09-16 00:00:00.000000,22.340862422997947,1,1300.0,1236.673090819605
144,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,7,Nina Koroleva,Soviet,2548,1986,6,,,6,1391.6666666666667,1287.0936701756268
145,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,70,Malgorzata Ruchala,Poland,1127,1986,6,1961-01-21 00:00:00.000000,24.99110198494182,5,1300.0,1230.0064241529385
146,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,71,Jadwiga Guzik,Poland,9827,1986,6,,,9,1300.0,1226.673090819605
147,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,72,Sarka Zurynkova,Czechia,9512,1986,6,,,3,1300.0,1223.3397574862718
148,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,73,Angela Ripke,Czechia,9828,1986,6,,,1,1300.0,1220.0064241529385
149,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,74,Andreja Smrekar,Slovenia,2631,1986,6,1967-07-30 00:00:00.000000,18.472279260780287,13,1265.0,1196.1927782923894
150,1986-01-18,Nové Město na Moravě,Czechia,World Cup,L,20,0,F,75,Irena Bouchalova,Czechia,9829,1986,6,,,1,1300.0,1213.3397574862718
